,Booking ID,Booking Type,Booking Date,Status,Time Slot,Duration (mins),Price,Facility,Service Name,Service Type,Month
23,848fd0b9-4dee-427e-9f2c-09cf897506ec,Birthday Party,2025-06-10,Pending,09:00:00.000000,120.0,135.43,Play Area,Play Area,Facility,6
24,0ee73daa-d065-4747-8a65-7b9e07e06111,Birthday Party,2025-06-03,Pending,10:00:00.000000,90.0,120.73,Party Room,Party Room,Birthday Party,6
25,9640d87f-9fcd-4c2b-b099-7f9f4b037ac8,Class,2025-05-19,Pending,09:00:00.000000,120.0,74.15,Play Area,Dance,Birthday Party,5
26,f7deb030-7d3e-4200-a3f7-81a79d7e1986,Birthday Party,2025-04-26,Pending,09:00:00.000000,45.0,224.56,Play Area,Play Area,Birthday Party,4
27,4fe3fc55-bb91-44dc-aef3-11a55c2dce53,Class,2025-04-26,Pending,13:00:00.000000,120.0,298.54,Party Room,Dance,Class,4
28,f822f117-2c8c-4256-8aee-63b58117e355,Class,2025-04-24,Pending,16:00:00.000000,45.0,276.61,Party Room,Art,Class,4
29,ff457e26-bc4d-4cc0-9026-cf010a3fa103,Birthday Party,2025-05-29,Pending,16:00:00.000000,45.0,18.07,Play Area,Play Area,Birthday Party,5
30,fdfd580d-ec70-43fe-a3a6-77848410f5e6,Class,2025-05-19,Confirmed,15:00:00.000000,120.0,0.0,Play Area,Art,Birthday Party,5
31,35fd1c3d-08eb-4ed1-9bb5-87ec12caba59,Class,2025-05-30,Pending,13:00:00.000000,105.0,90.07,Party Room,Art,Class,5
32,b27ccf92-13e1-4ba5-8111-2e00306f0fd7,Class,2025-05-10,Pending,13:00:00.000000,120.0,225.96,Party Room,Art,Class,5
33,614b8a03-ec7c-45bf-8d7c-4fb1890b5998,Facility,2025-06-15,Pending,13:00:00.000000,45.0,215.14,Party Room,Party Room,Facility,6
34,0f97bc2b-074e-4308-b022-3a235dab20d1,Class,2025-04-25,Pending,09:00:00.000000,45.0,296.42,Party Room,Gymnastics,Class,4
35,9acfb5f4-4a6b-46b1-89c7-65a66120f184,Birthday Party,2025-05-10,Pending,13:00:00.000000,45.0,296.34,Play Area,Play Area,Birthday Party,5
36,08efb093-9485-42ce-b747-0511e84a1c7f,Birthday Party,2025-05-01,Pending,17:00:00.000000,45.0,19.06,Party Room,Party Room,Birthday Party,5
37,be79c741-f4a8-4ff9-ad86-24c4ed5ccf9f,Facility,2025-04-27,Pending,16:00:00.000000,90.0,49.57,Party Room,Party Room,Facility,4
38,ea87a7da-1a3d-4c13-841d-930b6f4b4836,Facility,2025-03-28,Pending,10:00:00.000000,45.0,174.04,Play Area,Play Area,Facility,3
39,db77af08-c5ee-47d2-8faf-d46d2c4a3690,Class,2025-05-26,Confirmed,15:00:00.000000,90.0,136.25,Party Room,Art,Class,5
40,faf970c8-b0f4-40d4-9a8d-6d73abd5240c,Facility,2025-03-25,Pending,09:00:00.000000,120.0,43.11,Play Area,Play Area,Facility,3
41,ddb2acd8-8efe-4909-b82c-9892737ce9a9,Facility,2025-06-05,Confirmed,16:00:00.000000,120.0,187.17,Play Area,Play Area,Facility,6
42,81e65ba6-1d5a-4bfa-926b-27006646c212,Class,2025-06-07,Pending,11:00:00.000000,90.0,261.97,Party Room,Art,Class,6
43,4f642c32-8ec2-4c0e-89bf-bb90ca49b501,Birthday Party,2025-05-15,Confirmed,10:00:00.000000,45.0,254.36,Play Area,Play Area,Facility,5
44,a6a83483-2a89-4883-becd-cc5ece59b311,Class,2025-04-24,Pending,13:00:00.000000,120.0,192.87,Party Room,Dance,Class,4
45,b652d836-147f-47c4-bc42-b3ea6ab21dc0,Facility,2025-05-08,Confirmed,13:00:00.000000,45.0,246.09,Play Area,Play Area,Facility,5
46,a0d124d5-23b1-4a24-8b9d-54ecce158c63,Class,2025-05-04,Pending,11:00:00.000000,120.0,180.88,Party Room,Gymnastics,Class,5
47,3d1b8bd1-6d92-4764-9942-9806167d5df3,Facility,2025-06-22,Confirmed,14:00:00.000000,105.0,56.44,Party Room,Party Room,Facility,6
48,8d1dcb9c-cc60-4f0f-ba36-3b86410add76,Class,2025-04-01,Pending,11:00:00.000000,90.0,98.11,Party Room,Art,Class,4
49,3c391afe-c7c9-430b-9fc0-6030e3b2690b,Class,2025-04-23,Pending,09:00:00.000000,45.0,57.54,Play Area,Art,Facility,4
50,a67fd068-fb5b-428a-8d97-5b750efa98a5,Class,2025-04-14,Confirmed,12:00:00.000000,45.0,299.05,Play Area,Gymnastics,Birthday Party,4
51,b5364707-97a4-4ab5-89d0-2d614cf1dcc9,Class,2025-06-02,Confirmed,13:00:00.000000,105.0,69.58,Party Room,Gymnastics,Class,6
52,606f9ef5-5de8-4634-95ef-fe6787030e9c,Facility,2025-05-14,Confirmed,09:00:00.000000,45.0,70.18,Party Room,Party Room,Facility,5
53,61d16892-5174-40ba-8976-613a2f0c308d,Birthday Party,2025-06-10,Confirmed,12:00:00.000000,90.0,195.14,Play Area,Play Area,Birthday Party,6
54,26156cf1-2557-4e52-ba34-d740f5ac5ba6,Facility,2025-04-01,Confirmed,16:00:00.000000,120.0,257.25,Party Room,Party Room,Facility,4
55,c694e1b2-3a80-4cc8-8a95-cc3a0d7b780c,Facility,2025-05-04,Confirmed,17:00:00.000000,90.0,90.65,Play Area,Play Area,Facility,5
56,d73238e7-dfcb-467f-b0cf-c59f3f23b057,Facility,2025-05-05,Confirmed,12:00:00.000000,90.0,98.84,Party Room,Party Room,Facility,5
57,680e8845-dc76-48ca-a38e-2f75a9871e85,Facility,2025-06-07,Confirmed,12:00:00.000000,90.0,272.82,Play Area,Play Area,Birthday Party,6
58,b66ae403-182a-40cb-b9a4-54a34c918769,Class,2025-05-10,Confirmed,13:00:00.000000,120.0,0.0,Play Area,Gymnastics,Birthday Party,5
59,b23286f7-ef04-48b3-ac29-b4dd0aa7346f,Birthday Party,2025-06-13,Confirmed,12:00:00.000000,45.0,280.1,Party Room,Party Room,Birthday Party,6
60,1bc2fe5e-2e06-452a-b063-6be9ff8ae6eb,Facility,2025-05-07,Confirmed,14:00:00.000000,105.0,73.87,Play Area,Play Area,Class,5
61,a27b3485-77fe-46fc-b1fc-2f9b3dfeb39e,Birthday Party,2025-05-16,Pending,17:00:00.000000,120.0,260.1,Party Room,Party Room,Birthday Party,5
62,6d00397b-3110-4243-936a-2187ed200fea,Facility,2025-04-25,Pending,14:00:00.000000,90.0,52.33,Play Area,Play Area,Facility,4
63,b3df23f1-aa22-4fe7-8d9f-959a4d446fbc,Facility,2025-04-30,Pending,14:00:00.000000,105.0,228.65,Party Room,Party Room,Facility,4
64,73606a19-f235-4f30-92b7-ae011b9c0616,Birthday Party,2025-04-10,Pending,13:00:00.000000,90.0,124.08,Play Area,Play Area,Class,4
65,5c58b2c9-f40b-4e22-9eed-b6ad90194046,Facility,2025-06-10,Confirmed,16:00:00.000000,45.0,160.77,Play Area,Play Area,Facility,6
66,26b2d1a6-2bca-4598-b1bf-9f50418a0964,Facility,2025-05-31,Confirmed,17:00:00.000000,90.0,138.21,Play Area,Play Area,Facility,5
67,b95ef10b-2a7c-4065-a420-f1061b2ae438,Class,2025-04-08,Pending,13:00:00.000000,120.0,170.44,Play Area,Gymnastics,Facility,4
68,9ee1b5fb-315f-4bd0-96de-5a5715969c8c,Class,2025-06-03,Pending,14:00:00.000000,120.0,231.64,Party Room,Art,Class,6
69,4c4ddb80-3971-4c6f-b377-4999ae77490d,Class,2025-04-28,Confirmed,14:00:00.000000,45.0,37.12,Play Area,Gymnastics,Birthday Party,4
70,6908dc81-fd61-4b08-bf81-e4161ca57551,Birthday Party,2025-06-17,Confirmed,14:00:00.000000,105.0,18.51,Party Room,Party Room,Birthday Party,6
71,6e419798-289d-40f2-abd1-473a5507a476,Facility,2025-06-12,Pending,11:00:00.000000,45.0,127.86,Play Area,Play Area,Facility,6
72,1f674ce7-382a-4d06-a580-c6c38cb182a5,Facility,2025-05-22,Confirmed,09:00:00.000000,45.0,299.76,Party Room,Party Room,Facility,5
73,f6548f0b-29bc-401d-b874-6e91c894f9de,Class,2025-04-29,Pending,13:00:00.000000,90.0,243.4,Party Room,Dance,Class,4
74,6df01c9e-9d69-4efc-b4ed-305812634fd5,Class,2025-05-22,Pending,15:00:00.000000,90.0,117.62,Party Room,Art,Class,5
75,6f7c709b-12d8-46e9-b958-7e06f56f0479,Class,2025-05-29,Pending,14:00:00.000000,120.0,240.83,Party Room,Gymnastics,Class,5
76,db77ec5e-9745-418e-8d67-a3e55ea57f11,Birthday Party,2025-04-22,Pending,09:00:00.000000,120.0,205.89,Party Room,Party Room,Birthday Party,4
77,a54b6027-f3ca-4f07-b133-2a65a00235ea,Facility,2025-04-16,Pending,14:00:00.000000,105.0,76.26,Play Area,Play Area,Facility,4
78,50ad26a0-01b1-4066-a33d-2f711ed15e56,Facility,2025-04-11,Pending,14:00:00.000000,105.0,192.91,Party Room,Party Room,Facility,4
79,449b6a66-39ff-4f71-9536-0b3c51a5073f,Facility,2025-03-27,Confirmed,11:00:00.000000,120.0,36.74,Party Room,Party Room,Class,3
80,c7e068bc-f66d-4a90-af0b-cc2050dd9f19,Class,2025-06-14,Pending,17:00:00.000000,45.0,213.13,Party Room,Gymnastics,Class,6
81,41a83273-79e3-411e-b75c-820fd29eda2b,Birthday Party,2025-06-10,Pending,10:00:00.000000,120.0,82.11,Party Room,Party Room,Birthday Party,6
82,ef2229e2-83c1-4486-9c89-6708eed1ebc0,Birthday Party,2025-04-08,Pending,14:00:00.000000,105.0,146.2,Play Area,Play Area,Birthday Party,4
83,fdb454b8-5ef9-44b6-a978-98931c604452,Facility,2025-03-29,Confirmed,16:00:00.000000,45.0,298.04,Play Area,Play Area,Birthday Party,3
84,fc556e41-bf1d-4468-aaca-ef09cd2a63a0,Class,2025-06-07,Pending,14:00:00.000000,45.0,130.82,Party Room,Gymnastics,Class,6
85,86fb3238-c223-4455-976b-181db3c2a0aa,Facility,2025-06-11,Pending,10:00:00.000000,120.0,0.0,Play Area,Play Area,Class,6
86,5649dd47-2eed-47f4-ad87-7ef8821f774c,Birthday Party,2025-05-09,Confirmed,10:00:00.000000,120.0,47.49,Party Room,Party Room,Class,5
87,b87b516d-cfe0-4c88-a2e8-a5eaf4bb2eac,Birthday Party,2025-04-26,Confirmed,14:00:00.000000,105.0,43.19,Play Area,Play Area,Class,4
88,1bc8d4cd-f010-49eb-a6c6-b633471b5fc0,Facility,2025-06-07,Confirmed,13:00:00.000000,45.0,125.53,Play Area,Play Area,Facility,6
89,8a03c807-776c-488e-b577-e489ab525281,Class,2025-04-15,Confirmed,14:00:00.000000,120.0,277.9,Play Area,Dance,Facility,4
90,1d3feb61-1d71-47d4-8985-aa7bdbed7f6d,Facility,2025-06-14,Pending,16:00:00.000000,45.0,197.21,Play Area,Play Area,Facility,6
91,8a809361-c388-4919-98b9-23c8c33e0c24,Birthday Party,2025-04-07,Pending,14:00:00.000000,105.0,18.58,Party Room,Party Room,Birthday Party,4
92,ab10f95d-6c9a-48de-911c-ba1c44e9a481,Birthday Party,2025-06-16,Confirmed,15:00:00.000000,120.0,239.06,Party Room,Party Room,Birthday Party,6
93,01d5ff2b-7b3a-4db4-80a1-3635c73a38de,Facility,2025-04-21,Pending,17:00:00.000000,90.0,247.36,Play Area,Play Area,Birthday Party,4
94,b9bcd7e7-67da-45a3-ba5c-4094dcb96c5c,Class,2025-04-02,Pending,13:00:00.000000,105.0,240.62,Party Room,Gymnastics,Class,4
95,934e95a6-1c52-4077-8ff1-cd3ca1c88b55,Facility,2025-05-17,Pending,12:00:00.000000,90.0,185.46,Play Area,Play Area,Facility,5
96,2ea4b963-c860-473a-9b95-7b5805ba8f10,Class,2025-06-20,Confirmed,10:00:00.000000,90.0,144.91,Party Room,Art,Class,6
97,6b6364cc-5bfe-4152-9e6e-58390fc5384b,Class,2025-06-18,Pending,15:00:00.000000,45.0,297.06,Party Room,Art,Class,6
98,b503a10b-2e2f-4fd9-9782-58669766c6d2,Birthday Party,2025-04-08,Pending,11:00:00.000000,120.0,190.03,Party Room,Party Room,Birthday Party,4
99,f17f3f98-9de3-4e1f-85a4-b4c79f1b4cd6,Class,2025-04-03,Pending,09:00:00.000000,90.0,0.0,Party Room,Gymnastics,Class,4
100,25859f05-e469-4256-8665-7214fc6cf546,Facility,2025-04-07,Confirmed,14:00:00.000000,105.0,286.08,Play Area,Play Area,Facility,4
101,2d8181cc-9f66-44e4-9fc7-41f4ad4c1dcd,Birthday Party,2025-04-06,Pending,14:00:00.000000,120.0,286.6,Party Room,Party Room,Birthday Party,4
102,3c888ef3-8801-4628-9c46-6a2015c5021e,Facility,2025-05-14,Pending,14:00:00.000000,90.0,213.84,Play Area,Play Area,Birthday Party,5
103,549996d2-96c7-4b7d-859a-f981bbb413dc,Birthday Party,2025-06-13,Pending,16:00:00.000000,90.0,80.9,Play Area,Play Area,Birthday Party,6
104,9f46ad06-75c9-40fc-ac16-81b2827e7006,Facility,2025-04-04,Confirmed,16:00:00.000000,90.0,64.28,Party Room,Party Room,Class,4
105,93a073c8-87bf-4338-91d4-4f54c133f787,Birthday Party,2025-05-14,Confirmed,14:00:00.000000,105.0,0.0,Party Room,Party Room,Birthday Party,5
106,841b9e8a-a5f8-4ddb-ab4b-0a359e2fc519,Facility,2025-06-01,Pending,09:00:00.000000,120.0,33.89,Play Area,Play Area,Facility,6
107,257869ed-b3ec-4e5e-92b9-4994caa6b7a2,Class,2025-06-21,Pending,17:00:00.000000,45.0,121.26,Party Room,Dance,Class,6
108,2bee0365-df6a-4b49-a278-c2bb170c6db5,Class,2025-05-29,Pending,13:00:00.000000,105.0,176.07,Play Area,Art,Birthday Party,5
109,2569875f-3852-4053-98f4-7aa48226628c,Birthday Party,2025-05-03,Pending,16:00:00.000000,120.0,71.98,Play Area,Play Area,Birthday Party,5
110,3ec201d5-5ca5-4d3d-91d4-0435d2b23f00,Birthday Party,2025-04-23,Confirmed,13:00:00.000000,45.0,19.87,Party Room,Party Room,Class,4
111,47687f18-8157-47a4-9055-a3bed3ae9112,Class,2025-05-14,Pending,13:00:00.000000,90.0,0.0,Party Room,Art,Class,5
112,f262d6a2-65b6-46dc-86f4-ef78f3befd4f,Class,2025-04-27,Pending,14:00:00.000000,90.0,69.56,Party Room,Art,Class,4
113,3d33e190-1fec-47ff-847e-ab16dd62ff04,Class,2025-05-24,Confirmed,10:00:00.000000,90.0,104.25,Party Room,Dance,Class,5
114,3c1d72d8-bf35-42ad-a3cd-b53c6967f1ca,Facility,2025-06-12,Pending,10:00:00.000000,45.0,227.0,Party Room,Party Room,Class,6
115,d3f21585-d4a8-48fa-9133-65bf4d8a0fe7,Facility,2025-06-01,Pending,12:00:00.000000,120.0,278.42,Play Area,Play Area,Facility,6
116,6ea920e3-20bd-4380-9830-59a23ba4c142,Birthday Party,2025-05-10,Pending,16:00:00.000000,120.0,278.4,Party Room,Party Room,Birthday Party,5
117,52d60d00-9c85-4f8e-9b28-4ae9d77e07fa,Facility,2025-04-07,Pending,15:00:00.000000,90.0,249.19,Party Room,Party Room,Birthday Party,4
118,b38aad12-e989-4b66-94d1-f91440d8f298,Class,2025-05-21,Confirmed,16:00:00.000000,120.0,184.39,Play Area,Dance,Facility,5
119,fc63e600-3eec-4f6b-8f1e-a3251986c4c7,Birthday Party,2025-06-20,Pending,13:00:00.000000,45.0,166.99,Play Area,Play Area,Birthday Party,6
120,1fde3941-c3f8-4545-9567-3cb10442fecd,Class,2025-05-07,Pending,09:00:00.000000,45.0,53.49,Play Area,Gymnastics,Facility,5
121,02c41a51-9f3a-43c2-b0be-3b3006d39b57,Class,2025-04-04,Confirmed,11:00:00.000000,45.0,176.35,Play Area,Dance,Birthday Party,4
122,2a7edf45-56ea-46cd-a794-d9438ca6a50b,Birthday Party,2025-06-14,Confirmed,11:00:00.000000,45.0,0.0,Play Area,Play Area,Facility,6
123,0771263d-55b6-400c-a956-997e23680196,Birthday Party,2025-06-05,Pending,15:00:00.000000,90.0,244.52,Party Room,Party Room,Class,6
124,8e46c579-3563-4e5c-a43a-47d6129e84ae,Birthday Party,2025-06-17,Pending,13:00:00.000000,45.0,78.85,Party Room,Party Room,Facility,6
125,5d2735ea-ce3d-45c6-862c-2182514f2961,Class,2025-05-22,Pending,13:00:00.000000,90.0,122.05,Party Room,Art,Class,5
126,ccd2cfec-8fe9-457a-9f72-3fcebb49f6de,Class,2025-03-31,Pending,11:00:00.000000,90.0,87.48,Party Room,Dance,Class,3
127,fa3ec692-c258-4f3e-a003-7a0c17054e50,Class,2025-05-18,Confirmed,15:00:00.000000,90.0,23.8,Play Area,Art,Facility,5
128,ab7b32a1-0c6f-4d0a-954d-ae32eca8b717,Facility,2025-06-05,Pending,17:00:00.000000,120.0,212.28,Party Room,Party Room,Facility,6
129,9ae3b746-8d6c-4ad3-8e12-548c721d0f52,Class,2025-05-12,Confirmed,13:00:00.000000,105.0,95.59,Play Area,Art,Facility,5
130,3a46ec6a-9f89-4397-b46d-f3d6558144c2,Class,2025-05-08,Confirmed,12:00:00.000000,120.0,0.0,Party Room,Gymnastics,Class,5
131,c8248dea-acf1-4a2c-9e50-3c5783250e76,Birthday Party,2025-04-19,Pending,12:00:00.000000,90.0,190.31,Party Room,Party Room,Class,4
132,21915451-fce6-437c-8b15-7ee33b3f6431,Birthday Party,2025-04-27,Confirmed,10:00:00.000000,120.0,131.05,Play Area,Play Area,Facility,4
133,5a321ec9-4130-4ca6-bf71-052fc7c954b0,Facility,2025-04-15,Pending,11:00:00.000000,90.0,0.0,Party Room,Party Room,Facility,4
134,168a27dc-e865-4a3f-b21c-cee49bd88dcf,Facility,2025-05-21,Pending,14:00:00.000000,45.0,120.73,Play Area,Play Area,Facility,5
135,638bbd4d-fe1b-4d70-a839-c3445c327a6f,Class,2025-06-07,Confirmed,12:00:00.000000,45.0,0.0,Party Room,Art,Class,6
136,fb6a19f3-0756-472d-b3bb-2c69eb566437,Birthday Party,2025-06-13,Pending,14:00:00.000000,105.0,35.19,Party Room,Party Room,Birthday Party,6
137,d9ae5986-5ceb-49f2-92ea-49084c4252ea,Birthday Party,2025-06-12,Confirmed,14:00:00.000000,120.0,209.84,Play Area,Play Area,Birthday Party,6
138,4215fa22-58f6-4301-a921-9885ae89ff03,Birthday Party,2025-06-15,Confirmed,16:00:00.000000,90.0,231.49,Party Room,Party Room,Class,6
139,cd0a7bc7-084f-40d5-882a-69f8c24eb931,Facility,2025-05-01,Pending,14:00:00.000000,105.0,150.5,Party Room,Party Room,Facility,5
140,3673c31c-a475-451d-8845-e292e0caad99,Facility,2025-06-22,Pending,14:00:00.000000,105.0,34.98,Play Area,Play Area,Birthday Party,6
141,29fb60ef-dfed-4bfd-90d6-114a7a9695a8,Class,2025-04-07,Confirmed,13:00:00.000000,120.0,103.14,Party Room,Gymnastics,Class,4
142,5c690e0c-ba14-451b-808f-fa93e9de5969,Birthday Party,2025-04-29,Pending,14:00:00.000000,105.0,64.25,Play Area,Play Area,Class,4
143,a7c985e3-714c-48db-87ef-8317d0b75ec8,Facility,2025-04-18,Pending,16:00:00.000000,90.0,285.35,Party Room,Party Room,Facility,4
144,3c136d82-e2b1-4888-9360-3ce3d45c6180,Class,2025-04-30,Confirmed,09:00:00.000000,45.0,110.77,Play Area,Gymnastics,Facility,4
145,652c066d-fbab-4e7d-817c-56795de7f106,Birthday Party,2025-04-02,Confirmed,14:00:00.000000,105.0,22.61,Play Area,Play Area,Birthday Party,4
146,5a17c6b7-9e6d-4ac0-a27b-1d789e1b5cc5,Facility,2025-03-27,Pending,14:00:00.000000,90.0,294.43,Party Room,Party Room,Birthday Party,3
147,7831778d-962a-4756-90e2-19d86560ded1,Facility,2025-04-21,Confirmed,15:00:00.000000,90.0,195.84,Party Room,Party Room,Facility,4
148,f40b8123-6fe6-47aa-9184-1ba27bb642bd,Facility,2025-04-14,Confirmed,15:00:00.000000,45.0,283.81,Play Area,Play Area,Birthday Party,4
149,001316f7-ca18-4bb3-bba0-f4c2edb0cd19,Birthday Party,2025-05-23,Confirmed,15:00:00.000000,45.0,97.41,Play Area,Play Area,Birthday Party,5
150,d55bf874-26c1-44b0-b5d0-faf5e47de356,Birthday Party,2025-05-26,Pending,13:00:00.000000,120.0,141.96,Party Room,Party Room,Birthday Party,5
151,61afcf23-e564-406a-b535-b68e62c8c93f,Class,2025-04-30,Pending,16:00:00.000000,120.0,0.0,Party Room,Art,Class,4
152,f4f8f552-6cfd-4312-89b2-7078379968d3,Facility,2025-04-23,Confirmed,13:00:00.000000,120.0,107.02,Play Area,Play Area,Facility,4
153,65b68e42-3c98-48cc-bb71-c2dd9c774a5a,Birthday Party,2025-05-28,Pending,17:00:00.000000,120.0,289.29,Party Room,Party Room,Birthday Party,5
154,058f524d-3b6a-4bc4-881d-3ae7569f90f5,Birthday Party,2025-04-18,Confirmed,16:00:00.000000,45.0,148.73,Play Area,Play Area,Birthday Party,4
155,94fdf886-484b-43ae-88b1-a65d2bec6862,Class,2025-04-10,Confirmed,12:00:00.000000,45.0,296.6,Party Room,Art,Class,4
156,4d5dfa7f-a42a-4a2b-ac21-059d65eff414,Facility,2025-04-08,Confirmed,14:00:00.000000,45.0,162.76,Party Room,Party Room,Facility,4
157,379044e7-d1e9-44ce-9bcc-a76964d29d67,Class,2025-06-20,Pending,15:00:00.000000,120.0,16.93,Play Area,Art,Facility,6
158,cf3702a3-66d2-439e-b195-a8a741c40c6c,Class,2025-03-31,Confirmed,13:00:00.000000,105.0,264.74,Play Area,Dance,Birthday Party,3
159,7677b0ca-ba64-4322-a19e-f83922f8ae25,Facility,2025-06-17,Confirmed,11:00:00.000000,45.0,40.49,Play Area,Play Area,Facility,6
160,13a0e713-d8c3-4585-bb8a-46ecd7b25de0,Class,2025-04-01,Pending,10:00:00.000000,45.0,33.24,Play Area,Art,Birthday Party,4
161,b45510b4-a38e-425b-8884-e5fd8915cc52,Facility,2025-04-18,Pending,10:00:00.000000,90.0,201.89,Party Room,Party Room,Class,4
162,a00b20ee-d50a-4c02-ac14-143a26e4ec78,Class,2025-06-12,Pending,16:00:00.000000,90.0,230.21,Party Room,Art,Class,6
163,985a7d47-7565-4013-822e-90c09dd09036,Facility,2025-05-31,Pending,14:00:00.000000,105.0,235.17,Play Area,Play Area,Facility,5
164,acc72d88-6732-4280-b92c-e9470bc50b1b,Facility,2025-06-16,Pending,14:00:00.000000,45.0,244.18,Party Room,Party Room,Birthday Party,6
165,285d81be-2408-47c0-a997-25b83985954a,Birthday Party,2025-04-04,Pending,13:00:00.000000,90.0,56.25,Play Area,Play Area,Birthday Party,4
166,c703cdff-a70f-45c2-bc74-2cda4f7dec7b,Birthday Party,2025-06-03,Confirmed,15:00:00.000000,45.0,174.09,Play Area,Play Area,Class,6
167,fa1cbd55-5998-4e7b-833f-a7df9513f66e,Class,2025-05-09,Pending,13:00:00.000000,105.0,211.3,Play Area,Gymnastics,Facility,5
168,e90c7bc3-76d9-4063-a987-7ef628b0ee89,Class,2025-03-27,Confirmed,09:00:00.000000,45.0,220.18,Party Room,Dance,Class,3
169,dac16d8f-fdfb-42a2-a3d5-0ab96e4606f8,Facility,2025-06-09,Confirmed,10:00:00.000000,120.0,55.33,Party Room,Party Room,Facility,6
170,2714dff2-34be-4cb4-ae2e-d26544d1d5b9,Class,2025-05-24,Confirmed,13:00:00.000000,105.0,0.0,Party Room,Art,Class,5
171,a98f3af1-0cf8-4668-a4c6-ed0712070279,Facility,2025-04-22,Pending,16:00:00.000000,90.0,137.36,Party Room,Party Room,Class,4
172,958eac9c-1517-48e2-9119-72f2bb601722,Facility,2025-06-10,Pending,14:00:00.000000,120.0,60.88,Play Area,Play Area,Facility,6
173,5d4d1fb6-6a67-4ba7-beb9-fcfe4504b874,Facility,2025-06-05,Confirmed,13:00:00.000000,90.0,107.08,Play Area,Play Area,Facility,6
174,1bf04956-a555-4bc2-bf78-893a87a064ed,Facility,2025-05-17,Confirmed,14:00:00.000000,45.0,96.69,Party Room,Party Room,Facility,5
